timestamp,is_bot_0,loc_x_0,loc_y_0,loc_z_0,s_x_0,s_y_0,s_z_0,d_a_0,d_p_0,d_e_0,tar_0,is_bot_1,loc_x_1,loc_y_1,loc_z_1,s_x_1,s_y_1,s_z_1,d_a_1,d_p_1,d_e_1,tar_1,is_bot_2,loc_x_2,loc_y_2,loc_z_2,s_x_2,s_y_2,s_z_2,d_a_2,d_p_2,d_e_2,tar_2,is_bot_3,loc_x_3,loc_y_3,loc_z_3,s_x_3,s_y_3,s_z_3,d_a_3,d_p_3,d_e_3,tar_3,is_bot_4,loc_x_4,loc_y_4,loc_z_4,s_x_4,s_y_4,s_z_4,d_a_4,d_p_4,d_e_4,tar_4,is_bot_5,loc_x_5,loc_y_5,loc_z_5,s_x_5,s_y_5,s_z_5,d_a_5,d_p_5,d_e_5,tar_5,is_bot_6,loc_x_6,loc_y_6,loc_z_6,s_x_6,s_y_6,s_z_6,d_a_6,d_p_6,d_e_6,tar_6,is_bot_7,loc_x_7,loc_y_7,loc_z_7,s_x_7,s_y_7,s_z_7,d_a_7,d_p_7,d_e_7,tar_7
1638533614687.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,685.316528,502.783997,1676.701294,0.0327726388,-0.9933347483,0.1105080631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638533614692.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,685.316528,502.783997,1676.701294,0.0327726388,-0.9933347483,0.1105080631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638533614697.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,685.316528,502.783997,1676.701294,0.0327726388,-0.9933347483,0.1105080631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638533614701.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,685.316528,502.783997,1676.701294,0.0327726388,-0.9933347483,0.1105080631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638533614705.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,685.316528,502.783997,1676.701294,0.0327726388,-0.9933347483,0.1105080631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638533614714.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,685.316528,502.783997,1676.701294,0.0327726388,-0.9933347483,0.1105080631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638533614719.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,685.316528,502.783997,1676.701294,0.0327726388,-0.9933347483,0.1105080631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638533614734.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,685.316528,502.783997,1676.701294,0.0327726388,-0.9933347483,0.1105080631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638533614746.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,685.316528,502.783997,1676.701294,0.0327726388,-0.9933347483,0.1105080631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638533614770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,685.316528,502.783997,1676.701294,0.0327726388,-0.9933347483,0.1105080631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
